id,end_station,dest_y,dest_x,count
474,Railroad Ave & Kay Ave,40.70531194,-73.97100056,1
475,Reade St & Broadway,40.71450451,-74.00562789,23
476,Reed St & Van Brunt St,40.6747844,-74.01612847,23
477,Richards St & Delavan St,40.6794327,-74.00785041,6
478,Richardson St & N Henry St,40.71907891,-73.9422369,17
479,Riverside Blvd & W 67 St,40.77750703,-73.98888588,33
480,Riverside Dr & W 104 St,40.8013434,-73.97114574,10
481,Riverside Dr & W 72 St,40.78057799,-73.98562431,21
482,Riverside Dr & W 78 St,40.78414472,-73.98362492,13
483,Riverside Dr & W 82 St,40.78720869,-73.98128127,25
484,Riverside Dr & W 91 St,40.7933718,-73.97685115,6
485,Rivington St & Chrystie St,40.72110063,-73.9919254,145
486,Rivington St & Ridge St,40.71850211,-73.98329859,63
487,Roebling St & N 4 St,40.71469,-73.95739,68
488,S 3 St & Bedford Ave,40.71260486,-73.96264403,65
489,S 4 St & Rodney St,40.70934,-73.95608,32
490,S 4 St & Wythe Ave,40.71285887,-73.96590294,105
491,S 5 Pl & S 4 St,40.710451,-73.960876,147
492,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,25
493,SSP Tech Workshop,40.646678,-74.016263,0
494,Sands St & Navy St,40.699773,-73.979927,1
495,Schermerhorn St & Court St,40.69102926,-73.99183363,42
496,Scholes St & Manhattan Ave,40.70870368,-73.9448625,19
497,Smith St & 3 St,40.6787242,-73.99599099,10
498,Smith St & 9 St,40.6746957,-73.99785768,25
499,Soissons Landing,40.69231661,-74.01486576,0
500,South End Ave & Liberty St,40.711512,-74.015756,97
501,South St & Gouverneur Ln,40.70355377,-74.00670227,25
502,South St & Whitehall St,40.70122128,-74.01234218,27
503,Spruce St & Nassau St,40.71146364,-74.00552427,41
504,St James Pl & Oliver St,40.71307916,-73.99851193,45
505,St James Pl & Pearl St,40.71117416,-74.00016545,23
506,St Marks Pl & 1 Ave,40.72779126,-73.98564945,264
507,St Marks Pl & 2 Ave,40.7284186,-73.98713956,307
508,Stagg St & Union Ave,40.70877084,-73.95095259,37
509,Stanton St & Chrystie St,40.72229346,-73.99147535,163
510,Stanton St & Mangin St,40.71782143,-73.97628939,14
511,State St & Smith St,40.68926942,-73.98912867,36
512,Suffolk St & Stanton St,40.72066442,-73.98517977,179
513,Sullivan St & Washington Sq,40.73047747,-73.99906065,191
514,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,3
515,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,12
516,Union Ave & Jackson St,40.7160751,-73.952029,39
517,Union Ave & N 12 St,40.71924,-73.95242,56
518,Union Ave & Wallabout St,40.70029511,-73.95032283,3
519,Union St & 4 Ave,40.6772744,-73.98282002,30
520,University Pl & E 14 St,40.73492695,-73.99200509,161
521,University Pl & E 8 St,40.73143724,-73.99490342,73
522,Van Brunt St & Wolcott St,40.6773429,-74.01275056,16
523,Van Vorst Park,40.71848892,-74.04772663,0
524,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,43
525,Verona Pl & Fulton St,40.68035608,-73.9476791,10
526,Vesey Pl & River Terrace,40.7153379,-74.01658354,60
527,W 100 St & Broadway,40.7973721,-73.97041192,30
528,W 100 St & Manhattan Ave,40.795,-73.9645,11
529,W 104 St & Amsterdam Ave,40.7989937,-73.96621738,33
530,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,26
531,W 106 St & Central Park West,40.7981856,-73.9605909,28
532,W 107 St & Columbus Ave,40.7997568,-73.96211287,13
533,W 11 St & 6 Ave,40.73532427,-73.99800419,64
534,W 13 St & 5 Ave,40.73543934,-73.99453948,83
535,W 13 St & 6 Ave,40.73649403,-73.99704374,154
536,W 13 St & Hudson St,40.73997354,-74.00513873,264
537,W 14 St & The High Line,40.74195138,-74.00803013,93
538,W 15 St & 7 Ave,40.73935542,-73.99931783,160
539,W 16 St & The High Line,40.74334935,-74.00681753,117
540,W 17 St & 8 Ave,40.74177603,-74.00149746,147
541,W 18 St & 6 Ave,40.73971301,-73.99456405,49
542,W 20 St & 11 Ave,40.746745,-74.007756,66
543,W 20 St & 7 Ave,40.74238787,-73.99726235,145
544,W 20 St & 8 Ave,40.74345335,-74.00004031,140
545,W 21 St & 6 Ave,40.74173969,-73.99415556,115
546,W 22 St & 10 Ave,40.74691959,-74.00451887,137
547,W 22 St & 8 Ave,40.74475148,-73.99915362,194
548,W 24 St & 7 Ave,40.74487634,-73.99529885,95
549,W 25 St & 6 Ave,40.74395411,-73.99144871,88
550,W 26 St & 10 Ave,40.74971775,-74.00295035,81
551,W 26 St & 8 Ave,40.74734825,-73.99723551,192
552,W 27 St & 10 Ave,40.75018156,-74.00218427,91
553,W 27 St & 7 Ave,40.746647,-73.993915,94
554,W 31 St & 7 Ave,40.749156,-73.9916,102
555,W 33 St & 7 Ave,40.75019995,-73.99093085,174
556,W 34 St & 11 Ave,40.75594159,-74.0021163,57
557,W 37 St & 10 Ave,40.75660359,-73.9979009,27
558,W 37 St & 5 Ave,40.75038009,-73.98338988,48
559,W 38 St & 8 Ave,40.75466591,-73.99138152,96
560,W 39 St & 9 Ave,40.75645824,-73.99372222,141
561,W 4 St & 7 Ave S,40.73401143,-74.00293877,420
562,W 41 St & 8 Ave,40.75640548,-73.9900262,230
563,W 42 St & 8 Ave,40.7575699,-73.99098507,179
564,W 42 St & Dyer Ave,40.75898481,-73.99379969,75
565,W 43 St & 10 Ave,40.76009437,-73.99461843,78
566,W 43 St & 6 Ave,40.75527307,-73.98316936,33
567,W 44 St & 5 Ave,40.75500254,-73.98014437,29
568,W 45 St & 6 Ave,40.7568001,-73.98291153,83
569,W 45 St & 8 Ave,40.75929124,-73.98859651,142
570,W 46 St & 11 Ave,40.76341379,-73.99667444,76
571,W 47 St & 10 Ave,40.76269882,-73.99301222,107
572,W 49 St & 8 Ave,40.76227205,-73.98788205,141
573,W 52 St & 11 Ave,40.76727216,-73.99392888,55
574,W 52 St & 5 Ave,40.75992262,-73.97648516,35
575,W 52 St & 9 Ave,40.76461837,-73.98789473,129
576,W 53 St & 10 Ave,40.76669671,-73.99061728,60
577,W 54 St & 9 Ave,40.76584941,-73.98690506,81
578,W 56 St & 10 Ave,40.768254,-73.988639,74
579,W 56 St & 6 Ave,40.76340613,-73.97722479,4
580,W 59 St & 10 Ave,40.770513,-73.988038,43
581,W 63 St & Broadway,40.77163851,-73.98261428,31
582,W 64 St & West End Ave,40.77452835,-73.98753759,21
583,W 67 St & Broadway,40.77492513,-73.98266566,29
584,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,67
585,W 74 St & Columbus Ave,40.7785669,-73.97754961,29
586,W 76 St & Columbus Ave,40.78018397,-73.97728533,52
587,W 78 St & Broadway,40.78339981,-73.98093133,28
588,W 82 St & Central Park West,40.78275,-73.97137,14
589,W 84 St & Broadway,40.7867947,-73.977112,42
590,W 84 St & Columbus Ave,40.78499979,-73.97283406,57
591,W 87 St  & Amsterdam Ave,40.78839,-73.9747,46
592,W 87 St & West End Ave,40.790261,-73.977131,16
593,W 88 St & West End Ave,40.79025417,-73.9771834,0
594,W 89 St & Columbus Ave,40.7882213,-73.97041561,10
595,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,18
596,W 92 St & Broadway,40.7921,-73.9739,23
597,W 95 St & Broadway,40.7937704,-73.971888,59
598,W Broadway & Spring St,40.72490985,-74.00154702,113
599,Warren St & Church St,40.71473993,-74.00910627,35
600,Warren St & Court St,40.686371,-73.99383324,24
601,Washington Ave & Greene Ave,40.68650065,-73.96563307,18
602,Washington Ave & Park Ave,40.69610226,-73.96751037,18
603,Washington Park,40.6917823,-73.9737299,3
604,Washington Pl & 6 Ave,40.73224119,-74.00026394,193
605,Washington Pl & Broadway,40.72903917,-73.99404649,63
606,Washington St & Gansevoort St,40.739323,-74.008119,168
607,Water - Whitehall Plaza,40.70255065,-74.0127234,25
608,Watts St & Greenwich St,40.72405549,-74.00965965,25
609,West Drive & Prospect Park West,40.66106337,-73.97945255,13
610,West End Ave & W 107 St,40.8021174,-73.96818053,27
611,West End Ave & W 94 St,40.7941654,-73.974124,10
612,West St & Chambers St,40.71754834,-74.01322069,109
613,West Thames St,40.70834698,-74.01713445,47
614,William St & Pine St,40.70717936,-74.00887308,30
615,Willoughby Ave & Hall St,40.69196035,-73.96536851,30
616,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,14
617,Willoughby Ave & Walworth St,40.69331716,-73.95381995,11
618,Willoughby St & Fleet St,40.69196566,-73.9813018,15
619,Wolcott St & Dwight St,40.6753274,-74.0100698,1
620,Wyckoff St & 3 Ave,40.6827549,-73.98258555,6
621,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,92
622,Yankee Ferry Terminal,40.686931,-74.016966,0
623,York St & Jay St,40.7014851,-73.98656928,33
